timestamp	Catch	Curse	Detorid	Feythabolis	Great Wildlands	Immensea	Impass	Insmother	Omist	Scalding Pass	Tenerifis	Wicked Creek
2016-01-17 00:00:00	3369.91987179	1636.29086538	864.623397436	8251.67708333	248.645032051	1374.28766026	3611.92147436	1422.39503205	3489.71474359	1084.75	4447.00320513	2220.81089744
2016-01-17 12:00:00	3676.12179487	1652.09855769	850.748397436	8180.63862179	260.981570513	1383.37419872	3709.30608974	1409.14503205	3744.99358974	1094.96153846	4152.76282051	2340.78205128
2016-01-18 00:00:00	3730.25641026	1608.18589744	809.878205128	7806.02323718	264.311698718	1352.52564103	3630.75961538	1408.42548077	3815.03445513	1092.84935897	4207.73878205	2406.73317308
2016-01-18 12:00:00	3735.2275641	1636.55128205	814.868589744	7997.04246795	285.734775641	1293.61217949	3542.84615385	1453.70432692	4071.5536859	1078.05128205	4371.38301282	2439.09855769
2016-01-19 00:00:00	3691.16987179	1615.22435897	761.637820513	8037.6963141	289.398237179	1255.84294872	3497.49038462	1511.83894231	4134.65945513	1073.85897436	4338.46955128	2345.03125
2016-01-19 12:00:00	3803.38009907	1548.47625291	712.724941725	8203.42169289	277.237252331	1305.90828963	3442.21102855	1514.55295746	4203.96248543	1043.26522436	4324.6314831	2268.1657197
2016-01-20 00:00:00	3738.85125291	1524.66856061	642.676864802	8336.21976981	268.246867716	1212.96598193	3426.44179779	1514.23564977	4114.30863928	1024.56330128	4277.19879079	2258.21379662
2016-01-20 12:00:00	3700.88009907	1501.63971445	659.148018648	8318.54669289	259.3814831	1133.6775204	3532.71102855	1481.12988054	4028.71248543	979.669070513	4071.02571387	2148.92533508
2016-01-21 00:00:00	3643.48426573	1485.07721445	607.470935315	8241.76544289	253.266899767	1163.62543706	3563.01311189	1474.31738054	3759.38956876	997.460737179	4053.1090472	2091.27950175
2016-01-21 12:00:00	3613.40734266	1438.00029138	574.874781469	8344.15967366	237.43997669	1205.01005245	3621.02272727	1495.81738054	3655.82226107	940.06650641	3982.86866259	1989.4333479
2016-01-22 00:00:00	3614.10525932	1458.93779138	534.906031469	8290.43050699	226.50247669	1226.94755245	3637.94981061	1572.72363054	3659.89517774	909.75400641	3988.00407925	1980.81876457
2016-01-22 12:00:00	3764.64372086	1487.65894522	521.886800699	7827.96896853	195.415938228	1281.00524476	3655.49788753	1580.560169	3518.55863928	908.542467949	3919.36946387	2048.81876457
2016-01-23 00:00:00	3898.56679779	1573.46663753	572.627185315	7358.66127622	186.50247669	1361.28409091	3691.24788753	1603.60824592	3428.77017774	910.273237179	4000.92715618	2146.18414918
2016-01-23 12:00:00	3946.90865385	1729.75641026	641.467147436	6744.42548077	215.153044872	1422.26041667	3772.75641026	1671.17548077	3490.48798077	900.408653846	3983.25480769	2265.61217949
2016-01-24 00:00:00	4005.71634615	1818.88141026	702.140224359	6634.50240385	228.451121795	1463.23157051	3788.23717949	1738.81971154	3485.82451923	864.649038462	4136.62980769	2245.84294872
2016-01-24 12:00:00	4092.32211538	1834.32371795	702.217147436	6554.29086538	233.258814103	1515.26041667	3652.62179487	1791.62740385	3640.81490385	832.514423077	4378.95673077	2358.1025641
2016-01-25 00:00:00	4110.44711538	1830.72996795	744.248397436	6666.43669872	228.946314103	1550.51041667	3575.25721154	1801.16907051	3749.87740385	812.920673077	4307.20673077	2375.99839744
2016-01-25 12:00:00	4091.64903846	1890.66266026	728.998397436	6605.20592949	224.677083333	1473.32772436	3360.76682692	1771.83253205	3737.17548077	828.901442308	4518.87019231	2390.45032051
2016-01-26 00:00:00	4144.19070513	1925.39182692	779.154647436	6635.65384615	230.864583333	1486.07772436	3244.69391026	1721.36378205	3671.68589744	835.755608974	4388.42227564	2321.31490385
2016-01-26 12:00:00	4227.73878205	1876.52644231	763.116185897	6976.42307692	250.229967949	1398.18349359	3207.49198718	1814.66185897	3755.60897436	804.034455128	4316.23958333	2164.47836538
2016-01-27 00:00:00	4124.35416667	1789.99759615	796.981570513	7619.70833333	237.760416667	1312.05048077	3215.45512821	1749.10176282	3793.72355769	756.047275641	4321.08413462	2069.14903846
2016-01-27 12:00:00	4016.80689103	1686.52163462	838.673076923	8312.62419872	210.224358974	1222.26121795	3215.01041667	1698.40865385	3634.92708333	779.008012821	4165.98637821	1986.72275641
2016-01-28 00:00:00	3967.43189103	1606.06009615	871.163461538	8418.26842949	201.685897436	1185.11698718	3293.16426282	1653.69711538	3570.50400641	800.883012821	4013.39022436	2008.52083333
2016-01-28 12:00:00	3966.70112179	1526.38701923	792.653846154	8657.5088141	196.551282051	1128.61698718	3334.45272436	1675.51442308	3603.23477564	839.873397436	3840.69791667	1859.57852564
2016-01-29 00:00:00	3850.22195513	1533.22035256	770.424679487	8477.1025641	207.103365385	1080.77323718	3463.16105769	1653.49358974	3615.44310897	893.508814103	3849.32291667	1815.81810897
2016-01-29 12:00:00	3659.39503205	1505.53766026	793.674679487	8479.37179487	209.641826923	1154.14823718	3600.72836538	1714.15705128	3643.44310897	905.153044872	3626.03445513	1731.34695513
2016-01-30 00:00:00	3652.90544872	1519.27403846	828.866987179	8725.70112179	215.850160256	1169.5400641	3755.08413462	1791.41025641	3798.22275641	955.03125	3740.1786859	1695.89583333
2016-01-30 12:00:00	3773.82772436	1573.12419872	836.231570513	8802.90785256	204.429487179	1324.67147436	3931.07451923	1757.05528846	3791.96875	1070.06169872	3939.91826923	1812.05608974
2016-01-31 00:00:00	3918.33733974	1573.54727564	825.327724359	8543.50721154	219.908653846	1401.27564103	3830.64022436	1860.31730769	3888.82532051	1139.98157051	3891.48717949	1961.52003205
2016-01-31 12:00:00	4214.14503205	1544.40304487	812.712339744	8469.28605769	217.0625	1467.58333333	3714.36137821	1909.42307692	4140.32532051	1166.28926282	3898.3525641	2028.01041667
2016-02-01 00:00:00	4229.85737179	1517.22836538	845.458333333	8544.15785256	212.834935897	1516.60897436	3684.73717949	1909.12980769	4158.80288462	1162.36538462	4005.15384615	1923.89823718
2016-02-01 12:00:00	4298.17467949	1548.32451923	968.737179487	8613.63862179	226.690705128	1610.88782051	3764.78525641	1904.29326923	4102.67788462	1162.625	4277.60576923	1974.36939103
2016-02-02 00:00:00	4539.25801282	1533.8974359	1027.28926282	8557.54487179	210.253205128	1628.03365385	3759.34775641	1926.9599359	4108.28205128	1123.4375	4269.31410256	1895.33814103
2016-02-02 12:00:00	4704.28685897	1456.60897436	1009.68349359	9080.99679487	213.233974359	1592.40865385	3904.57852564	1875.00801282	4251.66666667	1139.02403846	4504.92948718	2000.26121795
2016-02-03 00:00:00	4676.24839744	1440.5224359	1001.87580128	9050.90064103	194.637820513	1519.59134615	3921.20352564	1874.65224359	4127.86858974	1109.50480769	4419.76602564	1981.4150641
2016-02-03 12:00:00	4478.4775641	1385.2099359	1009.95913462	8874.35897436	221.231570513	1458.39342949	3953.18269231	1919.58974359	4263.47275641	1104.82772436	4613.90144231	1999.80048077
2016-02-04 00:00:00	4425.96794872	1382.94070513	1069.20913462	9170.34935897	225.395032051	1401.69150641	4066.14423077	1865.40705128	4193.28044872	1105.62580128	4637.78605769	1849.35817308
2016-02-04 12:00:00	4413.11217949	1405.85416667	1061.93028846	9203.24358974	224.048878205	1324.6338141	4342.44230769	1811.83012821	4300.60737179	1147.06810897	4767.41105769	1826.59855769
2016-02-05 00:00:00	4399.45592949	1419.46875	970.784455128	8890.55608974	218.778044872	1270.43589744	4481.05689103	1851.67387821	4393.63862179	1197.75560897	4598.79647436	1877.75480769
2016-02-05 12:00:00	4254.47516026	1414.07451923	952.938301282	8871.64262821	198.624198718	1218.3974359	4493.72996795	1953.30849359	4318.83092949	1247.34214744	4295.97916667	1857.0625
2016-02-06 00:00:00	4196.98637821	1434.41987179	920.942307692	8835.71474359	202.405448718	1231.90544872	4489.11378205	2016.95032051	4444.20512821	1244.69391026	4388.55208333	1857.71474359
2016-02-06 12:00:00	4106.59775641	1476.20833333	940.411858974	8174.66987179	196.90625	1250.02483974	4334.73878205	2085.67067308	4485.51842949	1325.33974359	4205.4463141	1870.83253205
2016-02-07 00:00:00	4209.52083333	1505.58333333	909.77724359	7865.06410256	199.060096154	1308.62099359	4234.82532051	2148.49759615	4477.47996795	1357.01282051	4237.37900641	1930.87099359
2016-02-07 12:00:00	4357.01041667	1518.72916667	906.30849359	7724.82451923	179.737179487	1351.38141026	4023.18990385	2042.68509615	4207.81330128	1378.15865385	3988.12900641	1866.10016026
2016-02-08 00:00:00	4331.54887821	1513.38301282	944.289262821	7512.29567308	172.823717949	1332.23717949	4047.68028846	2104.50240385	4144.28445513	1384.94711538	3823.43669872	1875.98477564
2016-02-08 12:00:00	4087.22195513	1451.15224359	923.385416667	7305.13221154	186.121794872	1329.95833333	3777.38221154	2022.58894231	3747.71714744	1344.11057692	3608.6963141	1810.4463141
2016-02-09 00:00:00	4028.64903846	1429.81891026	926.78125	7569.73637821	184.871794872	1371.40625	3706.29887821	2069.81810897	3547.2588141	1284.00641026	3615.86298077	1827.02964744
2016-02-09 12:00:00	3970.0625	1425.2900641	894.867788462	7144.28445513	190.516025641	1332.65625	3696.57772436	2011.79887821	3394.3838141	1246.07371795	3781.23798077	1866.37580128
2016-02-10 00:00:00	4041.62980769	1399.30929487	904.088942308	7204.79407051	193.91025641	1312.76201923	3661.46233974	2057.52003205	3251.26842949	1299.78525641	3785.63221154	1967.19310897
2016-02-10 12:00:00	4073.39022436	1402.39262821	958.130608974	7553.81490385	207.608173077	1292.97035256	3801.44150641	2084.83253205	3131.41426282	1224.02483974	4087.43429487	2012.73477564
2016-02-11 00:00:00	3966.53445513	1396.71955128	979.380608974	8109.93028846	210.65625	1289.74919872	3922.97035256	2091.14983974	3087.18349359	1193.59214744	4089.67467949	2041.34054487
2016-02-11 12:00:00	3789.02804487	1425.77644231	962.536057692	8486.74519231	203.834935897	1285.50721154	4062.33814103	2246.12019231	3082.89423077	1106.4775641	4313.44391026	2097.51762821
2016-02-12 00:00:00	3830.59375	1473.55208333	839.240384615	8371.16346154	197.605769231	1333.69711538	4098.43509615	2329.20272436	3111.0713141	1062.45032051	4418.74519231	2072.23637821
2016-02-12 12:00:00	3841.89182692	1577.46554487	820.086538462	8588.19230769	186.836538462	1354.84134615	4325.70432692	2424.02964744	3151.49439103	1098.81570513	4568.62980769	2134.60176282
2016-02-13 00:00:00	4004.24599359	1654.67387821	792.003205128	8584.65064103	190.919871795	1374.33092949	4297.35016026	2394.90464744	3238.69230769	1136.89903846	4732.57772436	2140.91426282
2016-02-13 12:00:00	4154.46714744	1732.60657051	785.570512821	9214.99679487	185.400641026	1451.42708333	4519.74439103	2503.08733974	3395.51923077	1218.52403846	4834.44310897	2162.55849359
2016-02-14 00:00:00	4195.57291667	1769.17387821	771.791666667	9423.99679487	193.842948718	1468.62900641	4624.48477564	2545.95272436	3358.5	1162.54326923	4867.55849359	2193.91426282
2016-02-14 12:00:00	4393.64583333	1782.99679487	722.302083333	9340.59054487	190.759615385	1609.88942308	4611.24519231	2648.15064103	3254.97916667	1140.78285256	4721.32932692	2203.33092949
2016-02-15 00:00:00	4547.48237179	1719.87179487	710.87900641	9007.21554487	191.019230769	1678.12019231	4555.71634615	2594.54487179	3336.37339744	1113.55208333	4819.19471154	2159.21554487
2016-02-15 12:00:00	4810.98237179	1716.86217949	746.705929487	8986.50400641	192.278846154	1687.54326923	4706.62019231	2580.05448718	3586.86378205	1095.8213141	4802.81971154	2115.39823718
2016-02-16 00:00:00	4890.94070513	1656.59134615	740.549679487	9168.11858974	206.601762821	1744.5849359	4812.60977564	2462.26282051	3586.44711538	1103.14423077	4857.98637821	2166.88782051
2016-02-16 12:00:00	4999.15567766	1607.86538462	764.406822344	8880.88301282	205.046817766	1809.51625458	4883.02392399	2576.15499084	3551.16208791	1019.93887363	4888.70547161	2219.59867216
2016-02-17 00:00:00	4848.22859432	1553.12163462	802.442239011	8791.11634615	202.550984432	1815.65167125	4962.68642399	2609.41957418	3604.99125458	995.382623626	4779.56380495	2258.71325549
2016-02-17 12:00:00	4931.82474817	1519.74663462	818.682623626	8421.37596154	203.031753663	1858.85359432	5006.60950092	2594.51572802	3611.51048535	882.757623626	4807.86188187	2258.96325549
2016-02-18 00:00:00	4788.59397894	1516.83317308	869.644162088	8606.89519231	197.714445971	1938.39205586	4972.62873168	2523.52534341	3702.42394689	893.401854396	4846.00611264	2151.26133242
2016-02-18 12:00:00	4581.33195971	1582.225	842.901373626	8453.42163462	204.185599817	1895.16929945	4991.05260989	2571.64072802	3817.91833791	907.046085165	4833.92358059	2124.81021062
2016-02-19 00:00:00	4496.78388278	1661.85	902.334065934	8796.69086538	209.070215201	1877.15006868	5114.29299451	2591.00611264	3820.72603022	942.017239011	4909.46204212	2094.8871337
2016-02-19 12:00:00	4307.94654304	1667.28189103	876.882944139	8816.00416667	220.298580586	1912.33356227	4909.54219322	2629.88031136	3924.19157509	978.393841575	4905.57822802	2062.98569139
2016-02-20 00:00:00	4313.98019689	1715.36362179	956.834867216	8984.95208333	215.291369048	1973.99622253	4813.56142399	2698.63752289	4031.21961996	1003.15586081	4987.802587	2121.48889652
2016-02-20 12:00:00	4433.6786859	1735.19535256	1011.69887821	9065.08189103	221.827083333	2026.35336538	4772.25304487	2726.79342949	4291.33157051	1083.34198718	5046.33349359	2075.81650641
2016-02-21 00:00:00	4643.8349359	1748.5849359	1013.76762821	9400.71314103	231.46875	2120.88461538	4688.39262821	2707.16426282	4459.34615385	1111.45032051	5123.99599359	2091.63942308
2016-02-21 12:00:00	4773.80608974	1766.34455128	997.383012821	9546.85737179	258.978365385	2188.88461538	4311.7099359	2729.53926282	4681.52884615	1166.76762821	5144.5536859	2150.60096154
2016-02-22 00:00:00	5019.6650641	1762.29487179	958.975160256	9363.98557692	258.636217949	2194.78044872	4339.11939103	2824.20753205	4751.39663462	1169.58253205	5140.69150641	2323.5400641
2016-02-22 12:00:00	5220.07852564	1692.66987179	969.792467949	9765.28365385	265.703525641	2170.10737179	4452.50400641	2644.86137821	4850.62740385	1161.43830128	5087.26842949	2287.83814103
2016-02-23 00:00:00	5327.30929487	1654.75641026	866.830929487	9827.29326923	267.116987179	2144.13621795	4514.89823718	2579.28445513	5016.94471154	1140.64983974	4907.82612179	2338.94391026
2016-02-23 12:00:00	5469.24278846	1610.80528846	861.21474359	9631.92227564	272.965544872	2153.68349359	4597.29326923	2548.6025641	5074.77724359	1184.74439103	4903.13301282	2420.7588141
2016-02-24 00:00:00	5402.50913462	1570.39855769	833.325320513	9209.59727564	260.54150641	2028.86041667	4474.76153846	2443.43910256	4923.01378205	1111.82612179	4870.35032051	2482.74727564
2016-02-24 12:00:00	5387.46778846	1567.90432692	760.641666667	9460.32996795	263.45400641	2038.71041667	4470.59134615	2345.05641026	5181.82147436	1043.02035256	5028.39262821	2472.22323718
2016-02-25 00:00:00	5227.01666667	1545.96282051	737.211378205	9009.76666667	267.732852564	2010.90352564	4574.5536859	2261.81442308	5025.98894231	1002.92740385	5071.83012821	2363.9900641
2016-02-25 12:00:00	5044.11522436	1502.31458333	743.603205128	8787.60560897	242.404326923	1951.23445513	4634.33653846	2190.90096154	4932.96089744	958.904967949	5040.67708333	2284.34503205
2016-02-26 00:00:00	4926.71778846	1465.86426282	740.116826923	8915.72740385	233.208012821	2042.73285256	4774.39823718	2033.45384615	4844.33349359	927.763141026	5117.50080128	2131.07900641
2016-02-26 12:00:00	4836.89967949	1439.55576923	726.021474359	8499.92371795	210.794551282	2116.9724359	4552.31891026	2029.78878205	4785.92083333	915.711057692	5166.53766026	2154.73205128
2016-02-27 00:00:00	4815.95387529	1424.17902098	789.030215618	8258.85378788	195.710635198	2267.25128205	4487.13971445	2112.70836247	4718.06331585	910.246896853	5263.33136655	2153.73729604
2016-02-27 12:00:00	4678.72310606	1435.27517483	769.270600233	8358.11340326	179.258712121	2262.42435897	4478.38009907	2191.39105478	4701.05370047	839.910358392	5168.57175117	2220.16998834
2016-02-28 00:00:00	4708.29329837	1429.14344406	747.756177156	8688.87109557	184.942365967	2274.45897436	4379.81567599	2338.33336247	4946.74985431	890.232473776	5145.06598193	2245.46037296
2016-02-28 12:00:00	4793.75772145	1426.25305944	755.862907925	8560.98455711	191.424096737	2374.60897436	4139.93779138	2471.74490093	4840.79793124	904.451704545	4806.70636655	2405.49402681
2016-02-29 00:00:00	4758.64425991	1393.95498252	785.249446387	8609.53744172	179.132750583	2402.38878205	3948.1733683	2524.02855478	4784.98254662	917.32381993	4764.74386655	2659.04594988
2016-02-29 12:00:00	4468.01925991	1264.10081585	717.733821387	8016.75619172	164.934833916	2280.41482372	3669.78795163	2377.87230478	4285.42525495	837.631111597	4314.85844988	2540.82199155
2016-03-01 00:00:00	4266.73079837	1199.30273893	687.118436772	7506.48696096	158.800218531	2163.81866987	3309.87449009	2329.0453817	4261.51179341	831.323419289	3970.36806527	2624.57199155
2016-03-01 12:00:00	4308.6266317	1172.83398893	676.628853438	7910.84112762	170.685635198	2228.79783654	3381.43699009	2444.9828817	4266.62637675	804.708835956	3876.65973193	2578.93657488
2016-03-02 00:00:00	4123.79358974	1152.31650641	614.802804487	7869.83413462	171.538782051	2075.97091346	3331.67387821	2376.22676282	4296.98389423	783.596073718	3863.37564103	2631.13325321
2016-03-02 12:00:00	4043.23669872	1114.91105769	590.126522436	7801.54967949	172.173397436	2150.3443109	3235.21554487	2257.76762821	4387.0568109	747.567227564	3790.69294872	2578.17732372
2016-03-03 00:00:00	3976.15977564	1134.19951923	566.693830128	7744.92467949	159.490705128	2178.40200321	3367.76362179	2181.95032051	4239.81642628	736.615304487	3683.22179487	2535.87924679
2016-03-03 12:00:00	3735.46746795	1137.41105769	551.020753205	7575.23237179	144.000320513	2178.49815705	3697.37900641	2092.89262821	4006.38373397	718.624919872	3738.96217949	2432.85040064
2016-03-04 00:00:00	3814.66746795	1071.78605769	482.095753205	7536.41987179	143.387820513	2100.53565705	3753.06650641	2153.95512821	3935.45873397	724.012419872	3605.67467949	2223.37540064
